job_title,company_name,work_genre,area,income,description,url
週2～3日からOK！交通費支給あり！制服貸与！未経験OK！ビルの日常清掃,アールクリーンサービス,ビルの日常清掃,埼玉県鶴ヶ島市,"時給 1,028円 ～","綺麗なビルの共用部(トイレ清掃など）の日常清掃のお仕事です。

未経験の方でも、丁寧に指導いたします。

お清掃や動くのが好きな方！

1人で自分のペースでお仕事したい方！

残業無しの午前中のお仕事なので、午後は時間が作れます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/5071138
4トンドライバー募集,ウィルキャリー株式会社,4トンドライバー,愛知県清須市,月給 25万円 ～ 35万円,"フリー便(地場メイン)

愛三岐をメインに運行します。

扱う荷物はパレットやカゴ台車、店舗什器や製造部品等様々な物があります。

リフト・格納パワーゲートを使用して積み降ろしします。

荷主さんによっては手積み手降しもあります。

1日の拘束時間・お昼休憩を考慮してスケジュール組みます。



■試用期間あり(1～2ヶ月)",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/4197755
【未経験歓迎・テレアポ経験者大歓迎】配車管理スタッフ,ウィルキャリー株式会社,配車スタッフ,愛知県清須市,"時給 1,100円 ～","配車スタッフ



「荷物を運びたい」運送会社様と「荷物が欲しい」運送会社様を結びつけることが

主なお仕事になります。



お客様との連絡は、電話・FAXになります。



☆未経験歓迎・テレアポ経験者大歓迎☆



未経験の仕事に応募するのは最初は誰でも不安ですよね。当社では先輩スタッフがマンツーマンでみっちり丁寧に指導するので、配車業務未経験の方でも安心してご応募ください。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/3278395
ゼロから始める倉庫管理生活/スポーツ用品の梱包/未経験入社9割/完全週休2日制（土日祝休み）,ウェルリンク,倉庫管理,愛知県名古屋市東区,月給 25万円 ～ 45万円,"今回の案件は従来に比べ条件緩和をさせていただいた正社員での募集となります。

未経験の方でもできる軽作業なので、ぜひ最後までご確認ください！



スポーツ用品の梱包、検査、発送準備をお任せ致します！



☆検査作業

入荷した商品に傷や汚れなどがないか確認し、種類ごとに仕分けします。

空調設備は整っており快適に就業できる環境となっております。



☆梱包作業

スポーツ用品を段ボールに箱詰めして梱包していただく業務になります。

軽量のものが多く男女問わずご活躍しております！



☆在庫管理

専用のタブレットを使って在庫管理を行います。

使い方も簡単ですぐに覚えられます♪



☆発送準備

トラックに荷物を積み込む為、配送先ごとに仕分けをして発送準備をしていただきます。

※積み込み業務は別のスタッフが行うのでご安心ください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/7443633
今大人気！カードゲームの梱包作業/日勤のみ/残業月平均20時間/年間休日120日以上！,ウェルリンク,倉庫管理,大阪府大阪市港区,月給 25万円 ～ 45万円,"今回の案件は従来に比べ条件緩和をさせていただいた正社員での募集となります。

未経験の方でもできる軽作業なので、ぜひ最後までご確認ください！



カードゲームの梱包、検査、発送準備をお任せ致します！



☆検査作業

入荷した商品に1枚1枚丁寧に傷や汚れなどがないか確認し、種類ごとに仕分けします。

空調設備は整っており快適に就業できる環境となっております。



☆梱包作業

カードゲームを段ボールに箱詰めして、配送先事に梱包していただく業務になります。

軽量のものが多く男女問わずご活躍しております！



☆在庫管理

専用のタブレットを使って在庫管理を行います。

使い方も簡単ですぐに覚えられます♪



☆発送準備

トラックに荷物を積み込む為、配送先ごとに仕分けをして発送準備をしていただきます。

※積み込み業務は別のスタッフが行うのでご安心ください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/8470868
今流行りのキャンプ用品の梱包🔥管理職候補大歓迎/土日祝休み/社員旅行有り☆,ウェルリンク,倉庫管理,大阪府大阪市此花区,月給 25万円 ～ 45万円,"今回の案件は従来に比べ条件緩和をさせていただいた正社員での募集となります。

未経験の方でもできる軽作業なので、ぜひ最後までご確認ください！



キャンプ用品の梱包、検査、発送準備をお任せ致します！



☆検査作業

入荷した商品に傷や汚れなどがないか確認し、種類ごとに仕分けします。

空調設備は整っており快適に就業できる環境となっております。



☆梱包作業

キャンプ用品を段ボールに箱詰めして梱包していただく業務になります。

軽量のものが多く男女問わずご活躍しております！



☆在庫管理

専用のタブレットを使って在庫管理を行います。

使い方も簡単ですぐに覚えられます♪



☆発送準備

トラックに荷物を積み込む為、配送先ごとに仕分けをして発送準備をしていただきます。

※積み込み業務は別のスタッフが行うのでご安心ください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/7473531
今流行りのサウナグッズの梱包！/完全週休2日制（土日祝休み）/月収40万以上可能,ウェルリンク,サウナグッズの倉庫管理,大阪府大阪市此花区,月給 25万円 ～ 45万円,"今回の案件は従来に比べ条件緩和をさせていただいた正社員での募集となります。

未経験の方でもできる軽作業なので、ぜひ最後までご確認ください！



今流行りのサウナグッズの梱包、検査、発送準備をお任せ致します！



☆検査作業

入荷した商品に傷や汚れなどがないか確認し、種類ごとに仕分けします。

空調設備は整っており快適に就業できる環境となっております。



☆梱包作業

サウナハッドやタオルを袋に詰めて梱包して物にシールを貼る業務になります。

軽量のものが多く男女問わずご活躍しております！



☆在庫管理

専用のタブレットを使って在庫管理を行います。

使い方も簡単ですぐに覚えられます♪



☆発送準備

トラックに荷物を積み込む為、配送先ごとに仕分けをして発送準備をしていただきます。

※積み込み業務は別のスタッフが行うのでご安心ください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/8470636
～今ここにない未来を～　倉庫管理スタッフ/トレーニング器具の梱包/年間休日120日以上！,ウェルリンク,倉庫管理,大阪府大阪市生野区,月給 25万円 ～ 45万円,"今回の案件は従来に比べ条件緩和をさせていただいた正社員での募集となります。

未経験の方でもできる軽作業なので、ぜひ最後までご確認ください！



トレーニング器具の梱包、検査、発送準備をお任せ致します！



☆検査作業

入荷した商品に傷や汚れなどがないか確認し、種類ごとに仕分けします。

空調設備は整っており快適に就業できる環境となっております。



☆梱包作業

トレーニング器具を段ボールに箱詰めして梱包していただく業務になります。

軽量のものが多く男女問わずご活躍しております！



☆在庫管理

専用のタブレットを使って在庫管理を行います。

使い方も簡単ですぐに覚えられます♪



☆発送準備

トラックに荷物を積み込む為、配送先ごとに仕分けをして発送準備をしていただきます。

※積み込み業務は別のスタッフが行うのでご安心ください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/7451297
コンサート撤去スタッフ　登録バイト,ウエストサイド　横浜支店,コンサート撤去スタッフ,東京都千代田区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6115905
コンサート設営スタッフ　登録バイト,ウエストサイド　横浜支店,コンサート設営スタッフ,東京都千代田区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6114788
展示会撤去スタッフ　登録バイト,ウエストサイド　横浜支店,展示会撤去スタッフ,神奈川県横浜市港北区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6135354
展示会運営スタッフ　登録バイト,ウエストサイド　横浜支店,展示会運営スタッフ,東京都新宿区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6116674
未経験歓迎　登録バイト,ウエストサイド　横浜支店,イベントスタッフ,千葉県千葉市中央区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6179627
イベント搬入スタッフ　登録バイト,ウエストサイド　横浜支店,イベント搬入スタッフ,神奈川県横浜市瀬谷区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6194358
コンサート搬入スタッフ　登録バイト,ウエストサイド　横浜支店,コンサート搬入スタッフ,神奈川県横浜市南区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6198413
シフト自由　未経験歓迎　単発バイト,ウエストサイド　横浜支店,サポートスタッフ,神奈川県横浜市西区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6660153
急募　未経験歓迎　単発バイト,ウエストサイド　横浜支店,サポートスタッフ,神奈川県横浜市都筑区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6553753
急募　未経験歓迎　登録バイト,ウエストサイド　横浜支店,軽作業スタッフ,東京都品川区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6505169
現場　正社員募集,ウエストサイド　横浜支店,正社員,神奈川県横浜市戸塚区,月給 22万円 ～ 30万円,現場作業並びに弊社スタッフへの指示、統率管理をお願いします。慣れてきましたら事務作業など中の仕事も覚えていただこうと思います。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6659983
簡単　未経験歓迎　単発バイト,ウエストサイド　横浜支店,サポートスタッフ,東京都港区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6609453
簡単　未経験歓迎　登録バイト,ウエストサイド　横浜支店,ライブ搬入スタッフ,神奈川県横浜市瀬谷区,"時給 1,150円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6237678
展示会搬入スタッフ！登録バイト,ウエストサイド　横浜支店,搬入スタッフ,埼玉県さいたま市大宮区,"時給 1,100円 ～ 2,200円","【仕事内容】

登録制の単発バイトです。

初心者の方でも出来る様々なお仕事を紹介してます。

【資格等】

必要な資格等はありません。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6024446
最短2日でお給料GET♪簡単web登録で！イベント設営スタッフ,ウエストサイド　横浜支店,イベント設営スタッフ,埼玉県さいたま市浦和区,"時給 1,100円 ～ 2,200円","登録制の単発のお仕事です。

初めての方でもできるお仕事を紹介しています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6051102
週２日～◎未経験OK◎資格不問／宝塚で介護スタッフ［パート］リハビリ特化型デイ＊ポシブル宝塚中山寺,エクセル・サポート・サービス株式会社,介護スタッフ,兵庫県宝塚市,"時給 1,100円 ～ 1,200円","＜仕事内容＞



宝塚にある「ポシブル宝塚中山寺」で

リハビリプログラムによるマシンでの

トレーニングやグループトレーニングをおこなう

「リハビリ特化型デイサービス」

運動機能向上を目指す利用者様の

サポートをお願いします！



＊科学的なリハビリとして、

マシン・レッドコードの使用補助や介助。

＊ご利用者様の相談にのる など

＊ご利用者様の送迎／要普通自動車免許（ＡＴ限定可）



【アピールポイント】

＊ご家庭・プライベートとの両立が可能です＊

日勤のみ

土日休み

夏季・年末年始休暇あり







＊＊＊＊

事業内容

エクセル・サポート・サービス株式会社

清掃・施設管理・警備・料理の提供

東証プライム上場燦ホールディングスグループ",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8626183
1棟貸民泊施設での客室清掃の募集です。 お昼の時間、1日3時間のお仕事です。,エムデザイン事務所,清掃スタッフ,長野県安曇野市,"時給 1,200円 ～","館内清掃をお願いします。

特別なものではなくご自宅の清掃と同様です。

コロナ対策のため、無人営業となります。

清掃前の備品チェック、清掃完了時SNSにて報告いただきます。



＜お仕事の詳細＞

◇館内の清掃

◇チェックインされるお客様のお部屋の準備

◇和客室の布団敷きと布団上げ

◇清潔好き・綺麗好きな方、大歓迎！！　



(1)客室清掃スタッフ

・ベットメイク、トイレ、洗面所、浴室清掃等

・シーツ、タオル、ゴミの回収及び施設への持ち込み

・アメニティのセット

・床の掃除機掛け等



(2)共用部清掃スタッフ

・ロビー、通路、テラスなどの清掃業務



(3)バーベキューコンロの灰清掃



(4)冬季限定

・薪ストーブの灰清掃

・薪の補充

・ストーブの灯油補充



新規オープンにつき、皆様にご満足いただけるおもてなしを提供するためのスタッフを募集します。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5655545
【電話受付】人柄採用♪笑顔の溢れる環境♪,オフィスあしずみグループ,電話対応業務,東京都新宿区,月給 26万円 ～ 40万円,"【仕事内容】

・樹木葬についての問い合わせ業務

・パソコンの入力作業

・スケジュールの調整

※業績好調により新規ポジションになります。

主な仕事は電話対応になりますが業務内容が増える可能性もあります。

臨機応変力に自信のある方が向いています♪



-----具体的な業務-----

・お客様からかかってきた電話対応がメインとなります。

・樹木葬見学会の予約も承るのでカレンダー入力や調整業務。

・エンディングビジネスの専門知識がなくても、作業手順書・Q&amp;A集・画像集などを用いながら、覚えられるので安心！



【求める人物像】

あ　新しいことにチャレンジ！

し　仕事に自信を持ちやりがいを感じる！

ず　ずっと同じ場所にいない！突き進む！

み　自ら学び・考え・成果を出す！



【向いてる人】

(1)自ら情報を発信できる人

(2)好奇心旺盛で最後まで責任も持ってチャレンジする人

(3)仕事にやりがいや会社・自身の成長を追及できる人



【メモリアル事業部概要】

当事業部では、現在、神奈川県,愛知県,滋賀県,山梨県,新潟県,熊本県,福岡県にて樹木葬・永代供養の墓苑を運営させて頂いております。

お客様からは、ご子息に負担を残さず、人生の最期をよりよく迎える形で、そして、ご寺院様からは、檀家減少に伴う経営課題を解決するような永代供養墓、樹木葬、納骨堂などのご提案、ご提供をさせて頂いております。 また、弊社の販売・接客にかかわるスタッフは、厳しい採用基準をクリアし、その後もプロフェッショナルとして寺院、お客様に関わるよう常日頃お願いしております。日々成長を心掛け事業運営をしています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8042961
完全土日祝休み！未経験OK！農業関連企業の営業事務業務,クールコネクト株式会社,一般事務,群馬県伊勢崎市,月給 20万円 ～ 25万円,"農業関連企業でのオペレーション本部での営業事務をお願いします。

土日祝休みで、正社員を募集中。



●仕入れ業務

●青果バイヤー業務

●生産者とのコミニケーション

●営業



【残業】

基本ありません



【服装】

自由



収穫時期は野菜の持ち帰りOK！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/7179064
将来独立を目指す方大歓迎！経験者優遇,クールコネクト株式会社,野菜の栽培管理者,群馬県伊勢崎市,月給 21万円 ～ 30万円,"栽培管理を担当していただける正社員を1名募集☆



主な業務は野菜栽培に関するスケジュール作成・管理、現場での農作業スタッフへの指導・補助になります。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6633643
看護師・夜勤専従（サービス付高齢者住宅・神戸市東灘区住吉・JR神戸線「住吉」）,スタッフサポート,看護師,兵庫県神戸市東灘区,"日給 2万7,000円 ～",サービス付高齢者住宅「シニアスタイル神戸住吉」にて夜間時間帯の施設入居者様の健康管理、バイタルチェック、服薬管理、ご家族様との連携業務など看護業務をお任せします。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8586619
理学療法士（正社員・リハビリ特化型デイサービス・京都市下京区朱雀正会町）,スタッフサポート,理学療法士,京都府京都市下京区,月給 25万円 ～,リハビリ特化型デイサービス「ポシブル梅小路」にて機能訓練指導員としてご利用者様の機能訓練・運動指導、計画書作成、資料作成、送迎業務などをお任せします。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8732228
介護職・サービス提供責任者（サービス付き高齢者住宅・尼崎市東園田町）,スタッフサポート,サービス提供責任者,兵庫県尼崎市,"月給 28万7,000円 ～ 31万7,000円","「シニアスタイル東園田」にてサービス提供責任者として計画書作成ほか介護業務全般をお任せします。

ご入居者様の計画書作成、生活サポート（食事、入浴、移乗介助など）をお任せします。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8732088
介護職・契約社員（介護付き有料老人ホーム・車通勤可・年間休日123日・神戸市垂水区学が丘）,スタッフサポート,介護職,兵庫県神戸市垂水区,"月給 21万8,000円 ～","介護付き有料老人ホーム「ディアージュ神戸」にて介護スタッフとして施設入居者様の生活介助、入浴介助、食事介助、レクリエーション、ご家族様との連携業務など介護全般をお任せします。

夜勤時間帯含め、看護師が常駐しているので安心して勤務頂けます。

十分なスタッフを配置し、各スタッフが各領域からご利用者様の変化に気づき共有する事で充実したチームケアを行っています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8694326
歯科助手,スターデンタルクリニック,歯科助手,愛知県名古屋市南区,月給 20万円 ～,歯科医院での仕事です。開院前の清掃業務、来院された患者さんの受付、会計業務、患者さんからの電話対応、歯科医師の診療補助が主な内容です。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/7320407
インテリア／施工管理／賞与3回／直行直帰可能／福利厚生充実,セキスイインテリア東海株式会社,建築施工管理,愛知県名古屋市中区錦,"月給 17万1,400円 ～ 28万7,600円","【当社の魅力はここ！！】



✅県内戸建て住宅トップシェア

県内トップシェアを誇る住宅業界のリーディングカンパニーです。

年間1000棟を超える新築戸建て、マンションを抱え、インテリアコーディネート実績は県下No.1。

セキスイハイムブランドが確立されたバックグラウンドの中、今後増えるであろう他社のマンションやモデルルーム、一般住宅リフォームへのデザインコーディネート展開も実績を伸ばしています。



✅賞与3回／年の制度あり🌟



✅業界で珍しい直行直帰が可能🏠



✅社員限定の保養施設あり

提携ホテル

エクシブ、サンメンバーズ、四季倶楽部等の全国リゾート

ホテル（国内50カ所以上）



【主な仕事内容】

新築マンションを購入されたお客様のインテリア商材の施工を管理するお仕事です。

照明・カーテン・エアコン・家具等、様々な商材をお客様のご希望に合わせて施工していきます。

初めは何もない部屋に照明やカーテン、造作家具などを順次整えていきます。

その過程には、お施主様やインテリアコーディネーター、業者など様々な専門家が関わっています。多くの人の技術が結集することよって作り上げられていきます。

そして、最終的にお客様の笑顔に繋がるとてもやりがいあるお仕事です。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6293057
営業事務アシスタント/週１日から/リモートワークOK！,セブンフォースコンサルティング株式会社,営業事務アシスタント,新潟県十日町市,"時給 1,200円 ～ 1,500円","ベンチャーの小規模スタートアップ企業のため、社長のサポートとして、資料作成、お客様とのやり取り等、営業のサポート業務をお願いします。

経験が浅い方OK！社長が丁寧にお教えします！



＜主な仕事内容＞



・学習塾さまや講師からの問い合わせ対応（メール、電話）

・求人媒体への求人票掲載や応募管理

・案件管理 ・進捗状況管理 ・顧客向け資料作成

・自社サイト運営・企画アシスタント

・ネット調査アシスタント

・社長のスケジュール管理

・慣れてきたらＷeb等を使用して会社の広報や宣伝等もお願いしていきたいです。



◆メインサイト

「塾講師キャリア（教育業）」https://juku.careers/

「家庭教師サポーター」https://search-staff.com/



◆その他下記のサイトも運営していますので、こちらを担当していただくことも可能です！

「ハウスサポーター」https://housesupporter.com/",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8568910
未経験OK！在宅ワークあり！交通費支給あり！一般事務,タイアップ,清掃,山口県岩国市,"時給 1,100円 ～","電話メール対応

スケジュール調整、管理

作業報告書作成

簡単な見積もり",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5545991
東京支店　城東営業所の駐車場場内清掃スタッフ,タイムズサービス株式会社,駐車場場内清掃スタッフ,東京都江東区,"時給 1,250円 ～","＼黄色い看板でお馴染みのタイムズパーキングのお仕事！／



POINT

￣￣￣￣￣￣￣￣￣￣

# 安心の大手グループ!

# 駅チカで通勤しやすい!



● 仕事内容

黄色い看板でおなじみのタイムズパーキングでのお仕事！

社用車で駐車場を快適に巡回して、チェックリストに沿って

駐車場の簡易点検・清掃を行います。



●具体的には

■駐車場機器の清掃

■場内簡易清掃（ゴミ拾いや簡単な除草等）

■駐車場機器の簡易点検・場内修繕

■その他、駐車場に付随する業務



●充実の福利厚生で安心♪

タイムズサービスでは、すべてのスタッフが安心して働けるよう

な福利厚生をご用意しています。有給休暇、産休・育休制度

（取得実績あり）などライフステージ

に合わせた休暇制度のほか、社員割引制度も充実！

タイムズレンタカーもお得に利用できますよ♪



●おすすめポイント

出発前の打ち合わせや休憩中はスタッフ同士でわきあいあい。

自然と仲良くなれる環境です。

お仕事内容も簡単な点検や清掃からお任せしますので、

初心者の方でも大歓迎です。

初心者の方でも安心してスタートできます。



●時間を有効に使って働ける

シフト、勤務開始時期などライフスタイルに合わせて相談可！

副業・掛け持ち・ＷワークＯＫ！

※ただし下記の場合は弊社にて勤務出来かねます。

・他社と合計して週40時間／1日8時間の労働を超える場合

・同業他社で勤務の場合



【J東京04D】",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8778130
◎トヨタ車の生産作業スタッフ｜期間従業員/月収29万円以上,トヨタ自動車株式会社,生産作業スタッフ,愛知県豊田市,日給 1万100円 ～ 1万900円,"＼業界No.1企業で未経験からスタート／
・未経験OK！初心者の社員も多数活躍中
・TOYOTAの安定雇用！正社員登用制度あり
・社員寮、無料社員食堂あり！UIターン歓迎
※業界No.1企業：2021年　帝国データバンク　業界動向

仕事内容:
大手自動車メーカー『トヨタ自動車』の自動車部品製造工場にて、
生産ラインにおけるさまざまな工程セクションでの製造業務をお任せします。

・ボデーへの部品の組付け、組立
・ボデー部品の組み合わせ、溶接　など

組立からボデー溶接まで幅広く担当できる、人気ポジションの募集です。
人の命を左右するボディ構造に関わる、とても重要な工程です。
未経験から高い技術を身につけることができます。

サクッと働いてサクッと稼げる!!:
満了金の総額はなんと最大約306万円！
1年満了で約100万円、2年で約204万円、35か月で約306万円です。
家具備え付けの独身寮、食費補助もあるので
がっつり稼いでしばらくゆっくりするなど、
メリハリのあるライフスタイルが実現できます。


未経験からOK!:
入社後は、機械の知識や生産の流れなど、イチからお教えします。
第二新卒、社会人デビューの方、歓迎です！
資格取得支援も充実しており、
「フォークリフト運転」と「ガス溶接」の国家資格を取得できます。（費用は会社が全額負担）
未経験からスキルアップできる環境です！

社員寮完備・寮費無料！:
個室の独身寮を完備しており、寝具一式、冷暖房機器、テレビ、冷蔵庫は備え付け。
大浴場や、リーズナブルな食事がとれる食堂もあります。
また、食費補助もあるので貯金もしやすい環境です。U・Iターンの方も歓迎！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/2268477
◎作業スタッフ｜期間従業員/個室寮完備・家具備え付け,トヨタ自動車株式会社,作業スタッフ,愛知県豊田市,日給 1万100円 ～ 1万900円,"自動車業界を牽引してきたトヨタ自動車。
安定した上場企業での活躍、未経験の方のチャレンジも歓迎しています。

・TOYOTAの安定雇用！正社員登用制度あり
・社員寮、無料社員食堂あり！UIターン歓迎

仕事内容:
大手自動車メーカー『トヨタ自動車』の自動車部品製造工場にて、
生産ラインにおけるさまざまな工程セクションでの製造業務をお任せします。

・ボデーへの部品の組付け、組立
・ボデー部品の組み合わせ、溶接　など

組立からボデー溶接まで幅広く担当できる、人気ポジションの募集です。
人の命を左右するボディ構造に関わる、とても重要な工程です。

社員寮のご紹介:
寮費無料の一人部屋タイプの寮をはじめ、
プライバシーと経済性を兼ね備えた生活環境を提供します。
《住居》:
・和室か洋室、共有スペース以外は個室の占有ルーム
　※間取りは寮により異なる
・洗濯機・洗面台・靴箱は共有スペース
・光熱費無料・寝具無料貸与
・TV・冷蔵庫・冷暖房付・寝具付き
・インターネット環境あり
・疲れをゆったり癒せる大浴場
《通勤》:
・職住近接、送迎無料
《食堂メニュー例》:
・朝食セット（240円前後）
・日替わり定食（430円前後）
・そば・うどん（270円前後）
・丼もの（380円前後）
・サラダ（80円前後）

サクッと働いてサクッと稼げる!!:
満了金の総額はなんと最大約306万円！
1年満了で約100万円、2年で約204万円、35か月で約306万円です。
家具備え付けの独身寮、食費補助もあるので
がっつり稼いでしばらくゆっくりするなど、
メリハリのあるライフスタイルが実現できます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5750542
◎未経験から始める製造技術者｜期間従業員/月収29万円以上,トヨタ自動車株式会社,製造技術者,愛知県豊田市,日給 1万100円 ～ 1万900円,"自動車業界を牽引してきたトヨタ自動車。
安定した大手企業での活躍、未経験の方のチャレンジも歓迎しています。

・TOYOTAの安定雇用！正社員登用制度あり
・社員寮、無料社員食堂あり！UIターン歓迎

仕事内容:
大手自動車メーカー『トヨタ自動車』の自動車部品製造工場にて、
生産ラインにおけるさまざまな工程セクションでの製造業務をお任せします。

・ボデーへの部品の組付け、組立
・ボデー部品の組み合わせ、溶接　など

組立からボデー溶接まで幅広く担当できる、人気ポジションの募集です。
人の命を左右するボディ構造に関わる、とても重要な工程です。

未経験から正社員が目指せる！:
ほとんどの方が未経験からスタート！
機械の知識や生産の流れなどイチから教えますので、未経験の方も安心です。
※経験者の方には、最大10万円の経験者手当を支給しています。
希望やスキルに応じて、正社員を前提に関係会社様を紹介する職業紹介制度もあります！
期間従業員として培った勤務経験やスキルを、就職先で活かすことができます。

無料の個室寮完備!!:
寝具一式、冷暖房機器、テレビ、冷蔵庫は備え付け（トイレ、洗面所、洗濯機は共同）。
1日の疲れを洗い流す大浴場や、リーズナブルな食事がとれる食堂もあります。
契約満了金は最大３０６万円！食費補助もあるのでお金を貯めたい方にもピッタリ！

工場勤務経験が活かせる!!:
コツコツ作業ができる方、工場勤務経験のある方にオススメ！
短期間で集中的に働いて、がっつり稼いで貯金やしたかったことなどを実現しましょう！
《ご経歴例》
工場/倉庫/作業場/組み立て/仕分け
ピッキング/梱包/出荷/軽作業
流れ作業/単純作業/ベルトコンベア
ライン生産方式/大量生産/工場生産
製造業/ものづくり/期間工",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5750561
